Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,69.0,11h,Good,5.0,11h,Good,5.0,07/11/2018 12:00,1541588703
Barcelona - Sants,Good,2.1331,41.3788,,,,12h,Good,13.0,,,,07/11/2018 13:00,1541592303
Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,26.0,11h,Good,42.0,12h,Good,16.0,07/11/2018 13:00,1541592303
Barcelona - Gràcia,Good,2.1534,41.3987,10h,Good,24.0,10h,Good,46.0,,,,07/11/2018 13:00,1541592303
Barcelona - Ciutadella,Good,2.1874,41.3864,12h,Good,48.0,12h,Good,27.0,,,,07/11/2018 13:00,1541592303
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,56.0,12h,Good,18.0,12h,Good,7.0,07/11/2018 13:00,1541592303
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,54.0,12h,Good,6.0,12h,Good,7.0,07/11/2018 13:00,1541592303
Barcelona - Poblenou,Good,2.2045,41.4039,,,,12h,Good,37.0,12h,Good,14.0,07/11/2018 13:00,1541592303
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,67.0,12h,Good,8.0,12h,Good,5.0,07/11/2018 13:00,1541592303
Barcelona - Sants,Good,2.1331,41.3788,,,,13h,Good,18.0,,,,07/11/2018 14:00,1541595904
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,34.0,13h,Good,38.0,14h,Good,16.0,07/11/2018 14:00,1541595904
Barcelona - Gràcia,--,2.1534,41.3987,12h,--,,12h,--,,,,,07/11/2018 14:00,1541595904
Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,44.0,13h,Good,34.0,,,,07/11/2018 14:00,1541595904
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,58.0,13h,Good,17.0,14h,Good,7.0,07/11/2018 14:00,1541595904
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,47.0,13h,Good,16.0,14h,Good,7.0,07/11/2018 14:00,1541595904
Barcelona - Poblenou,Good,2.2045,41.4039,,,,13h,Good,30.0,14h,Good,15.0,07/11/2018 14:00,1541595904
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,68.0,13h,Good,10.0,14h,Good,5.0,07/11/2018 14:00,1541595904
Barcelona - Sants,Good,2.1331,41.3788,,,,13h,Good,18.0,,,,07/11/2018 15:00,1541599503
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,34.0,13h,Good,38.0,15h,Good,17.0,07/11/2018 15:00,1541599503
Barcelona - Gràcia,--,2.1534,41.3987,13h,--,,13h,--,,,,,07/11/2018 15:00,1541599503
Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,30.0,14h,Good,53.0,,,,07/11/2018 15:00,1541599503
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,54.0,14h,Good,23.0,15h,Good,8.0,07/11/2018 15:00,1541599503
Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,47.0,14h,Good,22.0,15h,Good,8.0,07/11/2018 15:00,1541599503
Barcelona - Poblenou,Good,2.2045,41.4039,,,,14h,Good,35.0,15h,Good,15.0,07/11/2018 15:00,1541599503
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,59.0,14h,Good,24.0,15h,Good,6.0,07/11/2018 15:00,1541599503
Barcelona - Sants,--,2.1331,41.3788,,,,14h,--,,,,,07/11/2018 16:00,1541603102
Barcelona - Eixample,Good,2.1538,41.3853,14h,--,,14h,--,,16h,Good,17.0,07/11/2018 16:00,1541603102
Barcelona - Gràcia,Good,2.1534,41.3987,15h,Good,48.0,15h,Good,38.0,,,,07/11/2018 16:00,1541603102
Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,30.0,15h,Good,55.0,,,,07/11/2018 16:00,1541603102
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,66.0,15h,Good,20.0,15h,Good,8.0,07/11/2018 16:00,1541603102
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,56.0,15h,Good,16.0,15h,Good,8.0,07/11/2018 16:00,1541603102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,15h,Good,44.0,15h,Good,16.0,07/11/2018 16:00,1541603102
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,71.0,15h,Good,16.0,16h,Good,6.0,07/11/2018 16:00,1541603102
Barcelona - Sants,Good,2.1331,41.3788,,,,16h,Good,16.0,,,,07/11/2018 17:00,1541606703
Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,42.0,16h,Good,50.0,17h,Good,18.0,07/11/2018 17:00,1541606703
Barcelona - Gràcia,Good,2.1534,41.3987,16h,Good,51.0,16h,Good,34.0,,,,07/11/2018 17:00,1541606703
Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,47.0,16h,Good,39.0,,,,07/11/2018 17:00,1541606703
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,62.0,16h,Good,24.0,17h,Good,8.0,07/11/2018 17:00,1541606703
Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,54.0,16h,Good,21.0,17h,Good,8.0,07/11/2018 17:00,1541606703
Barcelona - Poblenou,Good,2.2045,41.4039,,,,16h,Good,41.0,17h,Good,16.0,07/11/2018 17:00,1541606703
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,66.0,16h,Good,19.0,17h,Good,7.0,07/11/2018 17:00,1541606703
Barcelona - Sants,Good,2.1331,41.3788,,,,17h,Good,22.0,,,,07/11/2018 18:00,1541610303
Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,35.0,17h,Good,60.0,18h,Good,18.0,07/11/2018 18:00,1541610303
Barcelona - Gràcia,Good,2.1534,41.3987,17h,Good,42.0,17h,Good,46.0,,,,07/11/2018 18:00,1541610303
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,44.0,17h,Good,43.0,,,,07/11/2018 18:00,1541610303
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,52.0,17h,Good,34.0,18h,Good,9.0,07/11/2018 18:00,1541610303
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,49.0,17h,Good,28.0,18h,Good,9.0,07/11/2018 18:00,1541610303
Barcelona - Poblenou,Good,2.2045,41.4039,,,,17h,Good,46.0,18h,Good,17.0,07/11/2018 18:00,1541610303
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,Good,67.0,17h,Good,17.0,18h,Good,7.0,07/11/2018 18:00,1541610303
Barcelona - Sants,Good,2.1331,41.3788,,,,18h,Good,60.0,,,,07/11/2018 19:00,1541613903
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,17.0,18h,Good,73.0,19h,Good,19.0,07/11/2018 19:00,1541613903
Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,16.0,18h,Good,72.0,,,,07/11/2018 19:00,1541613903
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,44.0,17h,Good,43.0,,,,07/11/2018 19:00,1541613903
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,41.0,18h,Good,38.0,19h,Good,9.0,07/11/2018 19:00,1541613903
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,17.0,18h,Good,61.0,18h,Good,9.0,07/11/2018 19:00,1541613903
Barcelona - Poblenou,Good,2.2045,41.4039,,,,18h,Good,61.0,18h,Good,17.0,07/11/2018 19:00,1541613903
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,Good,63.0,18h,Good,16.0,18h,Good,7.0,07/11/2018 19:00,1541613903
Barcelona - Sants,Good,2.1331,41.3788,,,,19h,Good,78.0,,,,07/11/2018 20:00,1541617503
Barcelona - Eixample,Good,2.1538,41.3853,19h,Good,4.0,19h,Good,80.0,20h,Good,20.0,07/11/2018 20:00,1541617503
Barcelona - Gràcia,Good,2.1534,41.3987,19h,Good,19.0,19h,Good,57.0,,,,07/11/2018 20:00,1541617503
Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,7.0,19h,Good,83.0,,,,07/11/2018 20:00,1541617503
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,35.0,19h,Good,41.0,20h,Good,9.0,07/11/2018 20:00,1541617503
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,39.0,19h,Good,28.0,20h,Good,9.0,07/11/2018 20:00,1541617503
Barcelona - Poblenou,Good,2.2045,41.4039,,,,18h,Good,63.0,20h,Good,18.0,07/11/2018 20:00,1541617503
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,Good,61.0,19h,Good,16.0,20h,Good,7.0,07/11/2018 20:00,1541617503
Barcelona - Sants,Good,2.1331,41.3788,,,,20h,Good,65.0,,,,07/11/2018 21:00,1541621103
Barcelona - Eixample,Good,2.1538,41.3853,20h,Good,3.0,20h,Good,78.0,21h,Good,20.0,07/11/2018 21:00,1541621103
Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,7.0,20h,Good,78.0,,,,07/11/2018 21:00,1541621103
Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,7.0,20h,Good,83.0,,,,07/11/2018 21:00,1541621103
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,33.0,20h,Good,43.0,21h,Good,9.0,07/11/2018 21:00,1541621103
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,2.0,20h,Good,78.0,21h,Good,10.0,07/11/2018 21:00,1541621103
Barcelona - Poblenou,Good,2.2045,41.4039,,,,20h,Good,75.0,21h,Good,18.0,07/11/2018 21:00,1541621103
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,Good,56.0,20h,Good,19.0,21h,Good,8.0,07/11/2018 21:00,1541621103
Barcelona - Sants,Good,2.1331,41.3788,,,,21h,Good,75.0,,,,07/11/2018 22:00,1541624702
Barcelona - Eixample,Good,2.1538,41.3853,21h,Good,2.0,21h,Good,83.0,22h,Good,21.0,07/11/2018 22:00,1541624702
Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,15.0,21h,Good,63.0,,,,07/11/2018 22:00,1541624702
Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,13.0,21h,Good,71.0,,,,07/11/2018 22:00,1541624702
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,42.0,21h,Good,32.0,22h,Good,9.0,07/11/2018 22:00,1541624702
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,27.0,21h,Good,38.0,22h,Good,10.0,07/11/2018 22:00,1541624702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,21h,Good,79.0,21h,Good,18.0,07/11/2018 22:00,1541624702
Barcelona - Observ Fabra,Good,2.1239,41.4183,21h,Good,61.0,21h,Good,15.0,21h,Good,8.0,07/11/2018 22:00,1541624702
Barcelona - Sants,--,2.1331,41.3788,,,,,,,,,,07/11/2018 23:00,1541628303
Barcelona - Eixample,Good,2.1538,41.3853,,,,,,,23h,Good,21.0,07/11/2018 23:00,1541628303
Barcelona - Gràcia,--,2.1534,41.3987,,,,,,,,,,07/11/2018 23:00,1541628303
Barcelona - Ciutadella,--,2.1874,41.3864,,,,,,,,,,07/11/2018 23:00,1541628303
Barcelona - Vall Hebron,Good,2.148,41.4261,,,,,,,23h,Good,9.0,07/11/2018 23:00,1541628303
Barcelona - Palau Reial,Good,2.1151,41.3875,,,,,,,23h,Good,11.0,07/11/2018 23:00,1541628303
Barcelona - Poblenou,Good,2.2045,41.4039,,,,,,,23h,Good,19.0,07/11/2018 23:00,1541628303
Barcelona - Observ Fabra,Good,2.1239,41.4183,,,,,,,23h,Good,8.0,07/11/2018 23:00,1541628303
Barcelona - Sants,Good,2.1331,41.3788,,,,23h,Good,50.0,,,,08/11/2018 0:00,1541631905
Barcelona - Eixample,Good,2.1538,41.3853,23h,Good,5.0,23h,Good,72.0,23h,Good,22.0,08/11/2018 0:00,1541631905
Barcelona - Gràcia,Good,2.1534,41.3987,23h,Good,24.0,23h,Good,43.0,,,,08/11/2018 0:00,1541631905
Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,3.0,23h,Good,68.0,,,,08/11/2018 0:00,1541631905
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,47.0,0h,Good,23.0,0h,Good,9.0,08/11/2018 0:00,1541631905
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,48.0,0h,Good,13.0,0h,Good,11.0,08/11/2018 0:00,1541631905
Barcelona - Poblenou,Good,2.2045,41.4039,,,,0h,Good,69.0,0h,Good,20.0,08/11/2018 0:00,1541631905
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,62.0,0h,Good,13.0,0h,Good,8.0,08/11/2018 0:00,1541631905
Barcelona - Sants,Good,2.1331,41.3788,,,,0h,Good,46.0,,,,08/11/2018 1:00,1541635503
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,4.0,0h,Good,67.0,1h,Good,23.0,08/11/2018 1:00,1541635503
Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,7.0,0h,Good,58.0,,,,08/11/2018 1:00,1541635503
Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,12.0,0h,Good,53.0,,,,08/11/2018 1:00,1541635503
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,21.0,0h,Good,41.0,1h,Good,9.0,08/11/2018 1:00,1541635503
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,34.0,0h,Good,20.0,1h,Good,11.0,08/11/2018 1:00,1541635503
Barcelona - Poblenou,Good,2.2045,41.4039,,,,0h,Good,57.0,1h,Good,20.0,08/11/2018 1:00,1541635503
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,69.0,0h,Good,5.0,0h,Good,9.0,08/11/2018 1:00,1541635503
Barcelona - Sants,Good,2.1331,41.3788,,,,1h,Good,44.0,,,,08/11/2018 2:00,1541639103
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,6.0,1h,Good,60.0,2h,Good,23.0,08/11/2018 2:00,1541639103
Barcelona - Gràcia,Good,2.1534,41.3987,1h,Good,15.0,1h,Good,45.0,,,,08/11/2018 2:00,1541639103
Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,10.0,1h,Good,52.0,,,,08/11/2018 2:00,1541639103
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,33.0,1h,Good,30.0,2h,Good,9.0,08/11/2018 2:00,1541639103
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,26.0,1h,Good,28.0,2h,Good,12.0,08/11/2018 2:00,1541639103
Barcelona - Poblenou,Good,2.2045,41.4039,,,,1h,Good,58.0,2h,Good,21.0,08/11/2018 2:00,1541639103
Barcelona - Observ Fabra,Good,2.1239,41.4183,1h,Good,65.0,1h,Good,7.0,2h,Good,9.0,08/11/2018 2:00,1541639103
Barcelona - Sants,Good,2.1331,41.3788,,,,2h,Good,42.0,,,,08/11/2018 3:00,1541642703
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,14.0,2h,Good,45.0,2h,Good,23.0,08/11/2018 3:00,1541642703
Barcelona - Gràcia,Good,2.1534,41.3987,2h,Good,34.0,2h,Good,23.0,,,,08/11/2018 3:00,1541642703
Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,26.0,2h,Good,33.0,,,,08/11/2018 3:00,1541642703
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,41.0,2h,Good,21.0,2h,Good,9.0,08/11/2018 3:00,1541642703
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,33.0,2h,Good,16.0,3h,Good,12.0,08/11/2018 3:00,1541642703
Barcelona - Poblenou,Good,2.2045,41.4039,,,,2h,Good,41.0,3h,Good,21.0,08/11/2018 3:00,1541642703
Barcelona - Observ Fabra,Good,2.1239,41.4183,2h,Good,63.0,2h,Good,8.0,3h,Good,9.0,08/11/2018 3:00,1541642703
Barcelona - Sants,Good,2.1331,41.3788,,,,3h,Good,54.0,,,,08/11/2018 4:00,1541646303
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,18.0,3h,Good,36.0,4h,Good,23.0,08/11/2018 4:00,1541646303
Barcelona - Gràcia,Good,2.1534,41.3987,3h,Good,39.0,3h,Good,16.0,,,,08/11/2018 4:00,1541646303
Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,23.0,3h,Good,33.0,,,,08/11/2018 4:00,1541646303
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,44.0,3h,Good,14.0,4h,Good,9.0,08/11/2018 4:00,1541646303
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,43.0,3h,Good,7.0,4h,Good,12.0,08/11/2018 4:00,1541646303
Barcelona - Poblenou,Good,2.2045,41.4039,,,,3h,Good,42.0,4h,Good,21.0,08/11/2018 4:00,1541646303
Barcelona - Observ Fabra,Good,2.1239,41.4183,3h,Good,63.0,3h,Good,6.0,3h,Good,9.0,08/11/2018 4:00,1541646303
Barcelona - Sants,Good,2.1331,41.3788,,,,4h,Good,33.0,,,,08/11/2018 5:00,1541649903
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,11.0,4h,Good,41.0,5h,Good,23.0,08/11/2018 5:00,1541649903
Barcelona - Gràcia,Good,2.1534,41.3987,4h,Good,32.0,4h,Good,21.0,,,,08/11/2018 5:00,1541649903
Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,24.0,4h,Good,29.0,,,,08/11/2018 5:00,1541649903
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,40.0,4h,Good,15.0,5h,Good,10.0,08/11/2018 5:00,1541649903
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,38.0,4h,Good,12.0,5h,Good,12.0,08/11/2018 5:00,1541649903
Barcelona - Poblenou,Good,2.2045,41.4039,,,,4h,Good,41.0,5h,Good,22.0,08/11/2018 5:00,1541649903
Barcelona - Observ Fabra,Good,2.1239,41.4183,4h,Good,64.0,4h,Good,4.0,5h,Good,9.0,08/11/2018 5:00,1541649903
Barcelona - Sants,Good,2.1331,41.3788,,,,5h,Good,18.0,,,,08/11/2018 6:00,1541653503
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,13.0,5h,Good,36.0,5h,Good,23.0,08/11/2018 6:00,1541653503
Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,32.0,5h,Good,19.0,,,,08/11/2018 6:00,1541653503
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,15.0,5h,Good,33.0,,,,08/11/2018 6:00,1541653503
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,40.0,5h,Good,12.0,5h,Good,10.0,08/11/2018 6:00,1541653503
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,37.0,5h,Good,13.0,5h,Good,12.0,08/11/2018 6:00,1541653503
Barcelona - Poblenou,Good,2.2045,41.4039,,,,5h,Good,41.0,6h,Good,22.0,08/11/2018 6:00,1541653503
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,61.0,5h,Good,5.0,6h,Good,9.0,08/11/2018 6:00,1541653503
Barcelona - Sants,Good,2.1331,41.3788,,,,6h,Good,20.0,,,,08/11/2018 7:00,1541657103
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,7.0,6h,Good,46.0,7h,Good,23.0,08/11/2018 7:00,1541657103
Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,28.0,6h,Good,23.0,,,,08/11/2018 7:00,1541657103
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,7.0,6h,Good,38.0,,,,08/11/2018 7:00,1541657103
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,30.0,6h,Good,22.0,7h,Good,10.0,08/11/2018 7:00,1541657103
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,39.0,6h,Good,11.0,7h,Good,13.0,08/11/2018 7:00,1541657103
Barcelona - Poblenou,Good,2.2045,41.4039,,,,6h,Good,41.0,7h,Good,22.0,08/11/2018 7:00,1541657103
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,60.0,6h,Good,6.0,7h,Good,10.0,08/11/2018 7:00,1541657103
Barcelona - Sants,Good,2.1331,41.3788,,,,7h,Good,28.0,,,,08/11/2018 8:00,1541660703
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,3.0,7h,Good,65.0,8h,Good,22.0,08/11/2018 8:00,1541660703
Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,20.0,7h,Good,37.0,,,,08/11/2018 8:00,1541660703
Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,3.0,7h,Good,45.0,,,,08/11/2018 8:00,1541660703
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,14.0,7h,Good,47.0,8h,Good,9.0,08/11/2018 8:00,1541660703
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,36.0,7h,Good,17.0,8h,Good,13.0,08/11/2018 8:00,1541660703
Barcelona - Poblenou,Good,2.2045,41.4039,,,,6h,Good,41.0,8h,Good,22.0,08/11/2018 8:00,1541660703
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,63.0,7h,Good,7.0,8h,Good,9.0,08/11/2018 8:00,1541660703
Barcelona - Sants,Good,2.1331,41.3788,,,,8h,Good,54.0,,,,08/11/2018 9:00,1541664304
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,2.0,8h,Good,85.0,9h,Good,21.0,08/11/2018 9:00,1541664304
Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,3.0,8h,Good,70.0,,,,08/11/2018 9:00,1541664304
Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,2.0,8h,Good,56.0,,,,08/11/2018 9:00,1541664304
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,4.0,8h,Good,70.0,8h,Good,10.0,08/11/2018 9:00,1541664304
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,19.0,8h,Good,42.0,8h,Good,12.0,08/11/2018 9:00,1541664304
Barcelona - Poblenou,Good,2.2045,41.4039,,,,8h,Good,51.0,8h,Good,22.0,08/11/2018 9:00,1541664304
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,63.0,8h,Good,11.0,9h,Good,10.0,08/11/2018 9:00,1541664304
Barcelona - Sants,Good,2.1331,41.3788,,,,9h,Good,63.0,,,,08/11/2018 10:00,1541667903
Barcelona - Eixample,Moderate,2.1538,41.3853,9h,Good,3.0,9h,Moderate,101.0,10h,Good,21.0,08/11/2018 10:00,1541667903
Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,7.0,9h,Good,71.0,,,,08/11/2018 10:00,1541667903
Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,2.0,9h,Good,67.0,,,,08/11/2018 10:00,1541667903
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,6.0,9h,Good,68.0,10h,Good,10.0,08/11/2018 10:00,1541667903
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,7.0,9h,Good,65.0,10h,Good,12.0,08/11/2018 10:00,1541667903
Barcelona - Poblenou,Good,2.2045,41.4039,,,,9h,Good,58.0,10h,Good,20.0,08/11/2018 10:00,1541667903
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,65.0,9h,Good,14.0,10h,Good,10.0,08/11/2018 10:00,1541667903
